PC1,PC2,risk_level
<<<<<<< HEAD
0.16045705292542933,0.3843797184464397,Low
-0.009786787499415417,0.4783722843662085,Medium
0.08321109468667309,0.41371890934307887,Low
0.04519327220037106,0.4736024321719977,Medium
-0.5519734765325521,-0.3681464228432533,Low
-0.008097031000676158,0.49312375986381607,Medium
-0.05142918396504936,0.4970018030036417,Low
0.019401321586491327,0.4573292655901118,Low
-0.06561230249265393,0.5262776128432011,Low
-0.11496085012465507,-0.7935465572994526,Medium
0.02310231348391656,0.5035135870901981,Low
-0.6045218911930026,-0.2946193410495848,Low
-0.5515027586120028,-0.36491161370748937,Low
0.19082817893868897,0.37885488505075493,Medium
0.05198329936371254,0.4301829937914332,Low
0.03446518624549011,0.44882034095739165,Low
0.2693687292258451,0.3504651824158319,High
-0.6460638445559491,-0.2701497341614366,Low
0.09531180294515706,0.43976981908155166,Medium
-0.12005848269834452,0.5536955628630076,Low
-0.5561917314484973,-0.38365922982313183,Low
-0.6036053396676271,-0.31860700182187707,Low
-0.5790230310882887,-0.3229960621705966,Low
-0.046717119704441035,0.5059866672710059,Low
-0.4607778334587985,-0.4420298787191512,Low
-0.5916959669766049,-0.3207888674966687,Low
-0.5964884825329022,-0.2947391951973828,Low
-0.5803308256307231,-0.3209882162242482,Low
0.037574796043874925,0.460394737804935,Low
2.056119789796318,-1.000738575681385,High
-0.6118211729127141,-0.29909810471940457,Low
-0.5200422217353087,-0.36627311982141786,Low
-0.024397908644218202,0.5053165863718061,Low
1.5359986401409043,-0.5910929243972425,High
-0.6009562170536508,-0.2918359360457078,Low
-0.5488417652589446,-0.3311566831486812,Low
0.10638479032519077,0.43099888854130075,Low
0.05563659566650497,0.40881390922502614,Low
0.3464218289879234,0.3004507813982547,High
0.03851407431515125,0.48054894077618204,Low
0.05663023068197709,0.4430857785564394,Low
-0.5653549304858396,-0.3355904180604742,Low
-0.5677987764724574,-0.32445453090472803,Low
-0.028440274308371816,0.5023785136381069,Low
0.02783183432698616,0.4553328772936912,Low
0.24514657073825874,0.3900621041238431,High
0.013075317301805,0.45772782239742893,Low
